node,sf,time
46.0,9.0,1855754.4630726844
71.0,8.0,1855906.0451149964
6.0,9.0,1855897.040589104
52.0,7.0,1856165.4475658054
74.0,7.0,1856187.4118953992
81.0,9.0,1856024.2713595997
69.0,7.0,1856299.3642287075
78.0,8.0,1856259.3812930053
37.0,7.0,1856521.2248258935
28.0,7.0,1856544.9597092855
61.0,8.0,1856621.7925015017
28.0,7.0,1856800.611459741
3.0,10.0,1856811.5986867393
32.0,8.0,1857190.3916637811
17.0,8.0,1857445.2398381394
34.0,8.0,1857572.5345768742
18.0,9.0,1857475.6614163069
67.0,9.0,1857685.281352082
97.0,8.0,1857862.0869956375
81.0,9.0,1857989.6429308765
40.0,7.0,1858421.379697144
13.0,8.0,1858366.543374097
48.0,7.0,1858543.5143270635
90.0,7.0,1858650.0097114805
91.0,7.0,1858719.9203228136
50.0,7.0,1858750.5521184776
15.0,7.0,1858867.7225522813
62.0,10.0,1858558.925664542
85.0,7.0,1859067.0984860158
4.0,8.0,1859018.1899354013
14.0,7.0,1859121.2867192104
97.0,8.0,1859120.5004128912
50.0,7.0,1859253.6038944882
59.0,10.0,1858871.4403440158
49.0,8.0,1859234.424396948
81.0,9.0,1859377.3560006714
96.0,7.0,1859638.9631384201
85.0,7.0,1859697.4351798177
10.0,12.0,1858087.9097037106
28.0,7.0,1859808.273556574
85.0,7.0,1860064.6268981013
51.0,7.0,1860281.4023737558
95.0,7.0,1860418.112121217
43.0,11.0,1859552.390380358
0.0,8.0,1860627.462982898
97.0,8.0,1860821.521501561
7.0,9.0,1860724.2845682034
23.0,7.0,1861079.969399548
14.0,7.0,1861108.3884117233
0.0,8.0,1861295.3023784754
42.0,7.0,1861446.9038962591
97.0,8.0,1861432.5776406846
96.0,7.0,1861548.3357397406
60.0,7.0,1861639.3028858476
77.0,7.0,1861789.383491516
53.0,7.0,1861801.3548027868
60.0,7.0,1861920.3110608796
96.0,7.0,1862036.3023975787
65.0,7.0,1862156.6202859632
31.0,8.0,1862293.8490571138
85.0,7.0,1862372.1084051935
30.0,7.0,1862494.9463263163
28.0,7.0,1862541.2358844103
62.0,10.0,1862190.611234899
86.0,8.0,1862666.8495021963
16.0,7.0,1862991.3782083036
53.0,7.0,1863174.4990745124
55.0,7.0,1863304.1435473731
85.0,7.0,1863510.9197796872
74.0,7.0,1863532.2834530089
16.0,7.0,1863539.0612839838
8.0,7.0,1863768.15461888
29.0,9.0,1864025.6479470935
14.0,7.0,1864427.557923062
77.0,7.0,1865013.8783896696
85.0,7.0,1865033.0427790757
91.0,7.0,1865066.7709091376
68.0,8.0,1865095.3293222408
96.0,7.0,1865435.6915146539
9.0,10.0,1865173.9788834618
86.0,8.0,1865613.1203440162
94.0,8.0,1865679.407477724
58.0,7.0,1865811.0526923647
43.0,11.0,1865067.9282597722
4.0,8.0,1865931.9941887197
44.0,10.0,1865687.920191892
98.0,8.0,1866199.6930798646
68.0,8.0,1866223.2570574116
47.0,7.0,1866392.7421891445
40.0,7.0,1866433.0343626284
8.0,7.0,1866442.8493667876
46.0,9.0,1866282.3510451396
80.0,7.0,1866524.9725226248
99.0,12.0,1864909.5424797446
62.0,10.0,1866147.9460634203
91.0,7.0,1866745.9158535483
9.0,10.0,1866463.9784402656
10.0,12.0,1865372.3006547599
28.0,7.0,1867094.955117204
24.0,7.0,1867170.0007343432
95.0,7.0,1867302.5100045495
17.0,8.0,1867293.4905785664
23.0,7.0,1867361.2352494134
36.0,7.0,1867742.266273986
45.0,8.0,1867816.979332777
84.0,7.0,1867959.3204849176
6.0,9.0,1868062.4979731138
68.0,8.0,1868528.1141279081
57.0,7.0,1868590.9185195747
62.0,10.0,1868315.6211459925
79.0,11.0,1867831.1678671038
90.0,7.0,1868904.0443976424
13.0,8.0,1868883.6265680771
44.0,10.0,1868586.0747700972
7.0,9.0,1868864.0776908787
10.0,12.0,1867458.9839673946
1.0,8.0,1869759.1087549343
25.0,9.0,1869747.2791558863
55.0,7.0,1869969.2434407661
7.0,9.0,1869831.5042750444
66.0,7.0,1870023.9643551698
71.0,8.0,1870005.194452075
55.0,7.0,1870150.1189303822
43.0,11.0,1869436.359417184
51.0,7.0,1870359.301912591
71.0,8.0,1870321.7024605628
99.0,12.0,1869141.9906995143
23.0,7.0,1870864.3849277657
89.0,9.0,1870750.4900005055
55.0,7.0,1871142.3191023096
52.0,7.0,1871478.9127720094
8.0,7.0,1871523.550177215
22.0,8.0,1871521.8894675453
40.0,7.0,1871628.718963404
21.0,11.0,1870734.2129712752
72.0,9.0,1871659.2314775356
18.0,9.0,1871724.0679576234
93.0,8.0,1871899.159264331
6.0,9.0,1871833.945871106
36.0,7.0,1872125.0550196136
81.0,9.0,1872162.9495160282
8.0,7.0,1872419.0207356964
51.0,7.0,1872651.4528510172
79.0,11.0,1872008.6547151026
32.0,8.0,1872857.4225947368
52.0,7.0,1873052.1105372258
65.0,7.0,1873547.7702483947
3.0,10.0,1873169.0931672563
29.0,9.0,1873444.6557786271
61.0,8.0,1873574.3468171684
12.0,9.0,1873551.7625585827
46.0,9.0,1873572.2196246367
65.0,7.0,1873896.5129921935
8.0,7.0,1874099.3022648918
38.0,7.0,1874139.5012195178
20.0,7.0,1874311.144644914
56.0,7.0,1874420.6980944022
37.0,7.0,1874836.823806449
10.0,12.0,1873720.0733058855
30.0,7.0,1875364.8028781237
98.0,8.0,1875651.0812703343
65.0,7.0,1875972.7396554959
96.0,7.0,1876383.7295385865
4.0,8.0,1876510.3248580955
20.0,7.0,1876661.3613277152
34.0,8.0,1876608.9303628688
81.0,9.0,1876780.8815703182
58.0,7.0,1877183.333267582
76.0,9.0,1877047.2815246137
26.0,7.0,1877221.9330531894
26.0,7.0,1877302.2399110126
86.0,8.0,1877249.4230585366
43.0,11.0,1876425.4423098238
78.0,8.0,1877346.7378118602
75.0,7.0,1877436.442249547
58.0,7.0,1877464.9931959633
38.0,7.0,1877614.668554623
69.0,7.0,1877754.8875251352
17.0,8.0,1877835.3579049094
95.0,7.0,1877955.6001222143
49.0,8.0,1878030.6841684114
62.0,10.0,1878169.38762431
12.0,9.0,1878446.579002879
42.0,7.0,1878703.7298604215
95.0,7.0,1878721.3691959663
80.0,7.0,1878770.9272346492
23.0,7.0,1878787.1602599889
97.0,8.0,1878997.2480637445
24.0,7.0,1879135.9691891307
57.0,7.0,1879138.058240967
84.0,7.0,1879296.758756246
25.0,9.0,1879274.456609391
58.0,7.0,1879570.0803602878
9.0,10.0,1879497.1565340695
61.0,8.0,1879951.2484233018
82.0,7.0,1880085.5135086528
87.0,7.0,1880128.3297702135
59.0,10.0,1879745.1218142153
68.0,8.0,1880100.0524746673
15.0,7.0,1880185.0654836374
37.0,7.0,1880203.8977275966
85.0,7.0,1880477.5697297237
74.0,7.0,1880627.8130629682
93.0,8.0,1880808.094348832
43.0,11.0,1880145.2276301484
85.0,7.0,1881058.2069713091
0.0,8.0,1881064.282803355
68.0,8.0,1881198.8812837244
56.0,7.0,1881547.4711956976
74.0,7.0,1881572.8989997932
6.0,9.0,1881644.6527925571
87.0,7.0,1881998.6437533635
16.0,7.0,1882093.723914033
60.0,7.0,1882164.6374664812
65.0,7.0,1882241.0980261585
10.0,12.0,1880709.1422111967
51.0,7.0,1882360.8671342325
46.0,9.0,1882236.7340479312
54.0,8.0,1882347.1125348355
96.0,7.0,1882426.123167043
80.0,7.0,1882430.845027018
71.0,8.0,1882423.91239844
69.0,7.0,1882608.9666574437
82.0,7.0,1882756.0993637035
56.0,7.0,1882922.6065473887
97.0,8.0,1882941.3139858712
34.0,8.0,1882957.7409241945
25.0,9.0,1882890.3909066175
58.0,7.0,1883123.2182188737
86.0,8.0,1883090.8965859252
73.0,8.0,1883130.8521458744
36.0,7.0,1883319.223662008
85.0,7.0,1883553.7656637786
0.0,8.0,1883549.5756246531
36.0,7.0,1883877.0728491182
6.0,9.0,1883725.3118581118
95.0,7.0,1884050.2112793298
55.0,7.0,1884116.233026236
45.0,8.0,1884299.3847611928
30.0,7.0,1884555.9771165012
63.0,8.0,1884514.6621751394
46.0,9.0,1884593.0593816396
35.0,8.0,1884745.094649248
78.0,8.0,1885180.856782711
44.0,10.0,1885040.6257908754
69.0,7.0,1885607.5559845997
65.0,7.0,1885649.202662104
35.0,8.0,1885705.9885100794
3.0,10.0,1885384.1328745626
86.0,8.0,1886114.100637623
63.0,8.0,1886181.2769416857
91.0,7.0,1886339.0672433348
12.0,9.0,1886249.8872513163
24.0,7.0,1886643.2385941714
28.0,7.0,1886654.728331338
85.0,7.0,1886706.6569240717
53.0,7.0,1886719.6410597719
21.0,11.0,1885936.8814410768
99.0,12.0,1885398.1107492496
63.0,8.0,1887330.2142797606
43.0,11.0,1886602.4569523712
18.0,9.0,1887611.8637619151
52.0,7.0,1887849.2518176234
65.0,7.0,1887959.741002656
34.0,8.0,1888014.4060491528
14.0,7.0,1888231.7510015038
63.0,8.0,1888215.2922671966
9.0,10.0,1888268.1100280813
66.0,7.0,1888689.4457975612
10.0,12.0,1887346.7933481478
49.0,8.0,1889015.282253989
84.0,7.0,1889083.1191553834
60.0,7.0,1889241.6028574524
32.0,8.0,1889320.4125484226
31.0,8.0,1889374.577569846
2.0,7.0,1889547.583278141
50.0,7.0,1889575.4913909081
37.0,7.0,1889619.0063023993
86.0,8.0,1889814.964018884
62.0,10.0,1889848.5923340858
17.0,8.0,1890352.363857208
26.0,7.0,1890476.3968455312
37.0,7.0,1890486.6016091218
16.0,7.0,1890506.6857089489
52.0,7.0,1890513.5276919238
89.0,9.0,1890368.2177718277
67.0,9.0,1890421.2104740308
76.0,9.0,1890471.9676576806
63.0,8.0,1890692.634935703
30.0,7.0,1890903.1950748581
14.0,7.0,1890953.2283380136
47.0,7.0,1890965.9025921316
65.0,7.0,1891350.0300494044
25.0,9.0,1891327.7131628934
9.0,10.0,1891251.670135307
14.0,7.0,1891799.603940854
70.0,7.0,1891822.6868071165
1.0,8.0,1891909.5030137408
98.0,8.0,1892004.498020815
11.0,7.0,1892116.295408105
14.0,7.0,1892137.9124864393
13.0,8.0,1892371.5928434697
45.0,8.0,1892404.917529556
32.0,8.0,1892795.063630619
20.0,7.0,1892914.84912999
46.0,9.0,1893081.4544263105
76.0,9.0,1893099.2866568274
33.0,7.0,1893406.8215362816
66.0,7.0,1893427.799830577
1.0,8.0,1893452.7360405119
96.0,7.0,1893667.7579785925
41.0,7.0,1893700.2025469497
48.0,7.0,1893818.5034351132
20.0,7.0,1893871.8934629224
11.0,7.0,1893877.6719536642
41.0,7.0,1893892.5797828753
26.0,7.0,1893976.187951056
16.0,7.0,1894030.2334954897
9.0,10.0,1893689.454983239
4.0,8.0,1894048.413510927
10.0,12.0,1892606.735024217
13.0,8.0,1894248.6632300983
43.0,11.0,1894014.8852892239
39.0,10.0,1894605.8281605036
56.0,7.0,1895036.8677729669
36.0,7.0,1895253.2699081975
63.0,8.0,1895220.0859985
75.0,7.0,1895640.5105053002
37.0,7.0,1895645.0598196245
73.0,8.0,1895706.0385296105
76.0,9.0,1895752.0391900972
34.0,8.0,1896550.719572967
86.0,8.0,1896645.4829780248
21.0,11.0,1896362.0138333533
40.0,7.0,1897383.7240844262
60.0,7.0,1897459.8798136031
80.0,7.0,1897555.219530907
78.0,8.0,1897515.5113222175
8.0,7.0,1897605.5661830117
0.0,8.0,1897666.3723775751
92.0,7.0,1897867.8326452393
22.0,8.0,1897893.1873629105
45.0,8.0,1897974.5694369718
94.0,8.0,1898272.9270116973
88.0,9.0,1898224.413490738
4.0,8.0,1898350.6463888367
35.0,8.0,1898385.495156672
19.0,11.0,1897679.620041884
26.0,7.0,1898611.5934073778
66.0,7.0,1898619.1333731138
68.0,8.0,1898559.6737004141
51.0,7.0,1898936.739679352
96.0,7.0,1899050.081812444
16.0,7.0,1899108.1014556144
45.0,8.0,1899268.6311666039
25.0,9.0,1899209.4423726113
30.0,7.0,1899389.2488866695
93.0,8.0,1899445.0121537498
52.0,7.0,1899544.4011958442
21.0,11.0,1898708.6540100293
29.0,9.0,1899484.1382592043
28.0,7.0,1899826.463098666
93.0,8.0,1899785.2979079972
50.0,7.0,1899929.937933556
55.0,7.0,1900049.9111174461
69.0,7.0,1900210.5831038249
9.0,10.0,1899951.3662273136
43.0,11.0,1899571.4174848348
54.0,8.0,1900482.8627368635
81.0,9.0,1900615.8945928877
22.0,8.0,1900780.818730496
86.0,8.0,1901093.2053200316
49.0,8.0,1901157.1054382545
14.0,7.0,1901285.3241773455
7.0,9.0,1901117.7142820049
51.0,7.0,1901526.594319132
26.0,7.0,1901574.7911363887
67.0,9.0,1901440.0934586562
63.0,8.0,1901563.1245179966
82.0,7.0,1901655.116260748
49.0,8.0,1901617.2192288276
22.0,8.0,1901791.9718916554
92.0,7.0,1901855.996879865
83.0,9.0,1901931.8665057924
35.0,8.0,1902097.6801162653
11.0,7.0,1902166.3449751611
55.0,7.0,1902261.8518707254
71.0,8.0,1902392.6324683009
13.0,8.0,1902441.2564416642
51.0,7.0,1902854.391208773
22.0,8.0,1902848.339523207
8.0,7.0,1903160.5993435192
4.0,8.0,1903219.8386471155
77.0,7.0,1903374.7862859587
74.0,7.0,1903420.6702527246
90.0,7.0,1903466.03031573
44.0,10.0,1903098.254619488
71.0,8.0,1903716.5675934178
47.0,7.0,1903832.1316946188
99.0,12.0,1902260.4654054928
73.0,8.0,1903896.0649648856
61.0,8.0,1903988.631847822
32.0,8.0,1904010.6554535895
6.0,9.0,1904368.1715974582
13.0,8.0,1904505.4900549534
19.0,11.0,1903894.8131680652
51.0,7.0,1904828.5157793986
48.0,7.0,1905199.893130553
10.0,12.0,1903683.198054133
28.0,7.0,1905366.1525266482
68.0,8.0,1905413.200737611
50.0,7.0,1905491.941022476
81.0,9.0,1905555.3599129068
63.0,8.0,1905686.3694829145
82.0,7.0,1905758.354288965
62.0,10.0,1905364.1035784076
46.0,9.0,1905685.0020808436
3.0,10.0,1906020.7827162524
57.0,7.0,1906460.4922873345
89.0,9.0,1906445.6885737795
99.0,12.0,1905025.9831702593
22.0,8.0,1906646.872514285
61.0,8.0,1906825.4359730454
40.0,7.0,1907029.7859819722
54.0,8.0,1907028.7200093786
35.0,8.0,1907216.7542213192
21.0,11.0,1906613.078491608
62.0,10.0,1907119.8995142526
35.0,8.0,1907503.3929569577
90.0,7.0,1907876.517728705
62.0,10.0,1907617.2131906243
68.0,8.0,1908154.7210613843
77.0,7.0,1908287.078770455
85.0,7.0,1908377.011477225
92.0,7.0,1908381.315784485
82.0,7.0,1908589.2864652874
65.0,7.0,1908621.01559176
66.0,7.0,1908664.7702246448
22.0,8.0,1908645.7616382125
94.0,8.0,1908775.4070068575
34.0,8.0,1908801.8417280728
69.0,7.0,1909065.8252220484
74.0,7.0,1909074.9614826718
55.0,7.0,1909108.961929743
6.0,9.0,1909091.9837558803
66.0,7.0,1909484.0986032102
47.0,7.0,1909590.4413479469
3.0,10.0,1909300.945244539
27.0,10.0,1909335.743531095
91.0,7.0,1909758.2367261108
44.0,10.0,1909415.734494494
35.0,8.0,1909848.699409312
19.0,11.0,1909161.2120580957
89.0,9.0,1910102.6790266596
0.0,8.0,1910271.5941131434
50.0,7.0,1910419.8717336163
42.0,7.0,1910422.5259311073
28.0,7.0,1910505.8885690263
36.0,7.0,1910544.6142201177
60.0,7.0,1910604.814831438
52.0,7.0,1910613.332190228
91.0,7.0,1910622.3510670252
13.0,8.0,1910738.8250678955
95.0,7.0,1910934.0620099474
67.0,9.0,1910833.3117654196
89.0,9.0,1910972.0993021803
23.0,7.0,1911279.213637432
12.0,9.0,1911150.2071399442
4.0,8.0,1911301.7498739199
99.0,12.0,1909791.931864367
26.0,7.0,1911537.1086726608
39.0,10.0,1911237.888027485
47.0,7.0,1911790.7139118956
10.0,12.0,1910970.7160330962
45.0,8.0,1912830.464227916
52.0,7.0,1912920.9903153423
68.0,8.0,1913002.2098648862
72.0,9.0,1912936.1120785887
2.0,7.0,1913304.5959252866
30.0,7.0,1913542.0094025591
38.0,7.0,1913673.452859345
12.0,9.0,1913524.6998866056
32.0,8.0,1913699.9885547687
28.0,7.0,1913876.1880810456
32.0,8.0,1914167.136425242
81.0,9.0,1914061.84248724
24.0,7.0,1914387.5057632804
69.0,7.0,1914792.301514317
11.0,7.0,1914849.2035647316
43.0,11.0,1913998.5716729744
82.0,7.0,1914964.2803152446
42.0,7.0,1915245.2821540253
93.0,8.0,1915287.8005946358
1.0,8.0,1915308.8056483478
29.0,9.0,1915215.4043412698
18.0,9.0,1915313.2742460868
49.0,8.0,1915468.753571073
3.0,10.0,1915409.5338046202
83.0,9.0,1915909.5741460777
66.0,7.0,1916106.9238029867
19.0,11.0,1915884.4745760537
84.0,7.0,1916827.9009682897
20.0,7.0,1916899.50994651
71.0,8.0,1916904.77776168
46.0,9.0,1916813.1985325434
36.0,7.0,1917120.7045600538
20.0,7.0,1917126.953095153
51.0,7.0,1917223.8194730869
65.0,7.0,1917262.4990564098
36.0,7.0,1917462.7740407381
12.0,9.0,1917538.7327448565
42.0,7.0,1917711.1178689506
71.0,8.0,1917654.3334371715
20.0,7.0,1917835.8033298503
43.0,11.0,1916969.0281985425
80.0,7.0,1917923.3513477687
66.0,7.0,1918114.8881363587
50.0,7.0,1918170.5554573769
2.0,7.0,1918376.6636840836
34.0,8.0,1918331.8847978318
17.0,8.0,1918361.0044461205
91.0,7.0,1918452.0718648536
12.0,9.0,1918322.1487935833
64.0,8.0,1918819.0181089237
96.0,7.0,1918931.4658757334
65.0,7.0,1918973.5225923876
63.0,8.0,1918949.8686161959
21.0,11.0,1918108.552760058
39.0,10.0,1918724.5808952875
6.0,9.0,1919100.052516596
24.0,7.0,1919341.240846281
33.0,7.0,1919407.550464792
7.0,9.0,1919312.6029603148
41.0,7.0,1919539.5711166684
40.0,7.0,1919551.643240676
15.0,7.0,1919803.1159849153
74.0,7.0,1919984.3893048163
27.0,10.0,1919970.5722503634
37.0,7.0,1920502.866245523
78.0,8.0,1920611.4654310325
43.0,11.0,1919967.193174763
84.0,7.0,1921058.857327344
55.0,7.0,1921309.4155876765
68.0,8.0,1921319.4191254547
39.0,10.0,1921186.12546416
6.0,9.0,1921558.2963681098
40.0,7.0,1921799.9782881725
41.0,7.0,1921990.8041024613
88.0,9.0,1921885.0677022366
16.0,7.0,1922353.5681347784
88.0,9.0,1922308.1569629181
38.0,7.0,1922477.374820082
30.0,7.0,1922625.404914561
51.0,7.0,1922650.8533913034
38.0,7.0,1922906.7820668807
37.0,7.0,1922983.8058150623
22.0,8.0,1922922.9552712075
33.0,7.0,1923019.7875958045
14.0,7.0,1923130.1593543196
14.0,7.0,1923284.8939526647
55.0,7.0,1923338.5533721067
85.0,7.0,1923377.997779955
13.0,8.0,1923316.3759273128
54.0,8.0,1923411.360657731
45.0,8.0,1923480.834850032
17.0,8.0,1923543.7256029518
1.0,8.0,1923620.0610709242
23.0,7.0,1923705.096001
55.0,7.0,1923738.3525381922
3.0,10.0,1923338.9324093084
58.0,7.0,1923967.8020519826
4.0,8.0,1923960.7973353518
33.0,7.0,1924387.5208755967
20.0,7.0,1924465.228500246
13.0,8.0,1924504.719384942
5.0,8.0,1924534.6166026639
25.0,9.0,1924431.1483268985
83.0,9.0,1924654.9144460338
10.0,12.0,1923282.3496106204
22.0,8.0,1924980.9977387988
6.0,9.0,1924958.5662186055
71.0,8.0,1925277.812719381
26.0,7.0,1925488.3169276777
4.0,8.0,1925768.2803240975
30.0,7.0,1925864.4716276983
0.0,8.0,1925914.4476633177
13.0,8.0,1926424.8770245952
2.0,7.0,1926982.4299124072
15.0,7.0,1927483.1924919786
96.0,7.0,1927528.2364755932
30.0,7.0,1927553.5368933217
52.0,7.0,1927563.9851313578
13.0,8.0,1927519.7449811655
56.0,7.0,1927636.0830675585
97.0,8.0,1927583.2245668722
15.0,7.0,1927787.9065949318
55.0,7.0,1927800.0403278898
26.0,7.0,1927878.7469132722
18.0,9.0,1927759.3960580865
72.0,9.0,1928251.830778743
44.0,10.0,1928203.945722605
55.0,7.0,1929072.2729855098
17.0,8.0,1929244.8921037302
46.0,9.0,1929488.2013251325
74.0,7.0,1929807.6583851792
89.0,9.0,1929653.0973027165
16.0,7.0,1930459.4713933354
51.0,7.0,1930767.85279125
3.0,10.0,1930652.0375884087
76.0,9.0,1931321.4033740936
54.0,8.0,1931518.3912161354
10.0,12.0,1930065.8849545247
65.0,7.0,1931745.1705455012
98.0,8.0,1931715.3323369992
26.0,7.0,1931836.9513341456
13.0,8.0,1931814.8732842342
44.0,10.0,1931519.6803804475
29.0,9.0,1931880.667010847
72.0,9.0,1931904.5075630096
66.0,7.0,1932079.4131046997
54.0,8.0,1932265.4165199958
90.0,7.0,1932432.2319344566
6.0,9.0,1932538.4015996002
45.0,8.0,1932745.4906456145
9.0,10.0,1932486.6368162981
44.0,10.0,1932590.4896706447
6.0,9.0,1932904.8324623278
61.0,8.0,1933051.770878056
38.0,7.0,1933249.3326403075
41.0,7.0,1933598.8441852778
98.0,8.0,1933644.8922213835
60.0,7.0,1934002.8169854488
75.0,7.0,1934052.218224911
11.0,7.0,1934639.9962138364
38.0,7.0,1934727.3719347662
61.0,8.0,1934756.1162254564
17.0,8.0,1934936.2861086957
29.0,9.0,1934831.8360468564
58.0,7.0,1935025.8258190164
29.0,9.0,1935274.6894766975
82.0,7.0,1935569.0039452529
4.0,8.0,1935719.2737586878
27.0,10.0,1935713.2738997384
1.0,8.0,1936121.2589923807
25.0,9.0,1936059.884894192
17.0,8.0,1936678.6534928305
98.0,8.0,1936702.248991268
54.0,8.0,1936778.9515922056
31.0,8.0,1936930.3270511
23.0,7.0,1937266.4701735377
84.0,7.0,1937550.4158482617
46.0,9.0,1937495.4349190062
72.0,9.0,1937508.8965181087
70.0,7.0,1937796.5366748858
89.0,9.0,1937652.127496776
34.0,8.0,1937760.902859191
21.0,11.0,1937267.25499303
82.0,7.0,1938238.5466194726
61.0,8.0,1938382.1825456016
65.0,7.0,1938480.9937615488
0.0,8.0,1938511.517833654
60.0,7.0,1938710.8466684045
14.0,7.0,1938787.9584767628
40.0,7.0,1938816.27563735
0.0,8.0,1938956.0705333736
75.0,7.0,1939172.4185068072
12.0,9.0,1939059.0018003718
3.0,10.0,1938863.460153372
75.0,7.0,1939300.4976902215
87.0,7.0,1939385.3661451288
75.0,7.0,1939504.102404734
11.0,7.0,1939542.8602252584
33.0,7.0,1939570.5457895808
43.0,11.0,1938676.5602467018
51.0,7.0,1940067.1369408742
95.0,7.0,1940115.7237374978
55.0,7.0,1940186.6807537172
83.0,9.0,1940057.7777855338
71.0,8.0,1940391.3680965356
97.0,8.0,1940523.880437713
24.0,7.0,1940632.936937711
86.0,8.0,1940575.2599530278
86.0,8.0,1940756.753074714
3.0,10.0,1940546.8675529063
7.0,9.0,1940848.198892906
33.0,7.0,1941086.9662213246
41.0,7.0,1941124.1255268382
55.0,7.0,1941282.874502
39.0,10.0,1940944.7327171485
40.0,7.0,1941413.8737434442
90.0,7.0,1941416.6666955175
26.0,7.0,1941456.5119143827
93.0,8.0,1941638.17462007
89.0,9.0,1941580.8947102185
27.0,10.0,1941349.776525075
37.0,7.0,1942198.3595249264
86.0,8.0,1942160.427799842
61.0,8.0,1942199.1607717313
76.0,9.0,1942135.9084812244
3.0,10.0,1942106.890210039
11.0,7.0,1942655.9086354396
11.0,7.0,1942990.202713034
5.0,8.0,1942997.9734975747
87.0,7.0,1943074.2173310907
96.0,7.0,1943222.0885254357
17.0,8.0,1943244.2606380635
75.0,7.0,1943469.6991879682
43.0,11.0,1942781.9343738074
14.0,7.0,1943814.0407438881
25.0,9.0,1943656.2944616822
96.0,7.0,1943958.3456843416
77.0,7.0,1944051.7542812724
88.0,9.0,1943929.573050959
62.0,10.0,1943774.9545143526
74.0,7.0,1944239.5815210904
57.0,7.0,1944268.9616850077
25.0,9.0,1944324.1583690739
75.0,7.0,1944581.0989011629
15.0,7.0,1944598.2653618937
32.0,8.0,1944601.659553551
37.0,7.0,1944666.1255821555
13.0,8.0,1944781.7257892045
92.0,7.0,1945196.3627044314
98.0,8.0,1945259.5771403562
86.0,8.0,1945805.9819456334
29.0,9.0,1946085.0629822526
70.0,7.0,1946602.938952758
97.0,8.0,1946663.8327624053
95.0,7.0,1946879.083543894
68.0,8.0,1947027.9515147721
91.0,7.0,1947110.7359394669
8.0,7.0,1947287.8402762576
35.0,8.0,1947293.6049033324
37.0,7.0,1947401.4872014932
14.0,7.0,1947480.3015565027
98.0,8.0,1947482.849058108
86.0,8.0,1947669.2820962775
58.0,7.0,1947794.1204030358
74.0,7.0,1947929.5398206085
20.0,7.0,1948000.4522222173
94.0,8.0,1947973.3298356007
52.0,7.0,1948130.1879335686
68.0,8.0,1948098.4882868172
85.0,7.0,1948344.4284317235
67.0,9.0,1948345.3499781475
84.0,7.0,1948666.5950321422
96.0,7.0,1948701.7038037996
63.0,8.0,1948735.2893301072
89.0,9.0,1948863.6282636253
70.0,7.0,1949085.4240661678
67.0,9.0,1949027.6642093821
34.0,8.0,1949150.4311760801
71.0,8.0,1949181.1287967265
15.0,7.0,1949307.9708155938
32.0,8.0,1949372.6353159298
29.0,9.0,1949630.2161696116
96.0,7.0,1949852.5511738644
95.0,7.0,1950027.1748562788
37.0,7.0,1950149.9157619479
6.0,9.0,1950029.9608651486
97.0,8.0,1950281.5642480482
77.0,7.0,1950346.1899874236
49.0,8.0,1950423.551462892
52.0,7.0,1950626.7306267498
53.0,7.0,1950716.6883972627
50.0,7.0,1951080.8403886515
24.0,7.0,1951153.666070588
18.0,9.0,1951010.864872101
59.0,10.0,1950815.2206268196
40.0,7.0,1951245.6362150125
52.0,7.0,1951247.1685679017
63.0,8.0,1951407.227313657
4.0,8.0,1951668.9721007987
74.0,7.0,1951787.5878879542
37.0,7.0,1951836.8547505399
57.0,7.0,1951874.1222905642
27.0,10.0,1951742.9662791588
44.0,10.0,1951878.7168873807
60.0,7.0,1952316.734985472
79.0,11.0,1951462.8442612367
4.0,8.0,1952367.645781973
56.0,7.0,1952453.1009132676
52.0,7.0,1952516.823091073
57.0,7.0,1952599.4047727413
0.0,8.0,1952867.6718026698
88.0,9.0,1952768.097846435
52.0,7.0,1953135.6643727566
46.0,9.0,1952985.4997932848
59.0,10.0,1952745.64464939
14.0,7.0,1953200.8717507662
18.0,9.0,1953170.3876567688
68.0,8.0,1953280.6181695003
14.0,7.0,1953532.493839819
70.0,7.0,1953929.676529258
89.0,9.0,1954169.9952569313
75.0,7.0,1954356.0075840652
46.0,9.0,1954241.8533288867
15.0,7.0,1954425.3333486267
3.0,10.0,1954493.4489197375
88.0,9.0,1954876.52016623
21.0,11.0,1954250.0168865696
65.0,7.0,1955196.9082594207
35.0,8.0,1955428.4669424111
61.0,8.0,1955499.7204420697
23.0,7.0,1955572.2679927065
51.0,7.0,1955831.000730083
99.0,12.0,1954215.7922795669
53.0,7.0,1955930.8723813188
81.0,9.0,1955879.7917266348
42.0,7.0,1956250.968385281
63.0,8.0,1956471.4639710593
41.0,7.0,1956542.4180196805
93.0,8.0,1956496.8931764322
5.0,8.0,1956767.5983572425
71.0,8.0,1956793.2726177238
46.0,9.0,1956703.5808200447
9.0,10.0,1956524.3342062922
72.0,9.0,1956858.673676571
42.0,7.0,1957434.4826452532
75.0,7.0,1957469.9662376733
51.0,7.0,1957625.157391553
37.0,7.0,1957698.7130914407
82.0,7.0,1957782.6040881143
75.0,7.0,1957917.3569803387
28.0,7.0,1957988.6019193735
14.0,7.0,1958084.7742113292
10.0,12.0,1956527.7052802264
61.0,8.0,1958124.1785133518
15.0,7.0,1958231.7278092206
70.0,7.0,1958274.3647506542
49.0,8.0,1958246.5521387411
42.0,7.0,1958367.7337160364
64.0,8.0,1958652.5252090727
89.0,9.0,1958585.4512389358
